method,p,n,ratio,trial,std,lower,upper,width,width_max,width_min,coverage,theta,error,error_max,error_min
PPI,100,10,0.1,4,1.0,-0.46788650267271337,0.48144656581599177,0.9493330684887051,2.918209391572952,0.2320856574608627,1.0,0.0010935800181934047,0.0011878944104536191,0.005969027273357134,6.227007173756422e-08
Classical,100,10,0.1,4,1.0,0.004481659056781174,0.004481659056781332,1.5762998545332253e-16,5.273559366969494e-16,5.551115123125783e-17,0.0,,0.009258210218975658,0.05878938480955656,3.92617908422379e-09
PPI,100,10,0.1,5,1.0,-0.5095759261646104,0.5192645591504355,1.028840485315046,2.182930341039357,0.39701659688860835,1.0,0.0010935800181934047,0.001146609527375947,0.00786251345808099,1.200030930303964e-07
Classical,100,10,0.1,5,1.0,0.0038113896932666096,0.0038113896932669778,3.674838211509268e-16,6.106226635438361e-16,1.7520707107365752e-16,0.0,,0.010068531513951562,0.04072238295022802,8.301422553602683e-07
PPI,100,10,0.1,6,1.0,-0.6790935824610534,0.6796636590954609,1.3587572415565143,2.851894579518471,0.34489103017115463,1.0,0.0010935800181934047,0.0019415401035964462,0.010529522809044348,5.104236310259835e-08
Classical,100,10,0.1,6,1.0,-0.006954396749153896,-0.006954396749153661,2.325917236589703e-16,5.828670879282072e-16,6.765421556309548e-17,0.0,,0.009646135733242134,0.043919739175662297,3.950358231509527e-06
PPI,100,10,0.1,7,1.0,-0.5607057192509811,0.5606291618437671,1.1213348810947483,2.458969168155513,0.40856447963445064,1.0,0.0010935800181934047,0.001227639326053801,0.009430492158159068,2.685776896257054e-07
Classical,100,10,0.1,7,1.0,0.0017280900847722763,0.0017280900847723923,1.1583182329966134e-16,2.3592239273284576e-16,5.204170427930421e-17,0.0,,0.00979534322186446,0.04467178416384398,3.639435421249603e-06
PPI,100,10,0.1,8,1.0,-0.6233400823799967,0.614196820118629,1.2375369024986258,2.1514218350665684,0.4830861803683946,1.0,0.0010935800181934047,0.0011067474593399345,0.011715875866465518,1.0256543549048861e-07
Classical,100,10,0.1,8,1.0,-0.007917151032260024,-0.007917151032259637,3.857721433964123e-16,7.216449660063518e-16,1.5265566588595902e-16,0.0,,0.008830557870142294,0.03682160315737198,4.5575793540106245e-07
PPI,100,10,0.1,9,1.0,-0.8051625626062259,0.7997634725113565,1.6049260351175823,3.2767212021659655,0.6587117756824078,1.0,0.0010935800181934047,0.0019221082140978426,0.016548961436874246,1.1046024077876483e-08
Classical,100,10,0.1,9,1.0,-0.009572658659902611,-0.009572658659902512,9.82438956576015e-17,2.498001805406602e-16,3.2959746043559335e-17,0.0,,0.010410853005028316,0.04574576278129863,1.6931848325013285e-05
Imputation,100,10,0.1,0,1.0,0.00205873275036019,0.0020587327503603053,1.1572448728458527e-16,,,0.0,,0.0005648280131373681,,
PPI,100,20,0.2,0,1.0,-0.36906016321280743,0.3759651223140152,0.7450252855268228,1.6315357668320258,0.3429447079421477,1.0,0.0010935800181934047,0.003203707304824285,0.026019660065538634,4.464480743615839e-07
Classical,100,20,0.2,0,1.0,-0.008233082790660304,-0.008233082790659662,6.398809433705299e-16,1.1102230246251565e-15,3.3306690738754696e-16,0.0,,0.010458680088089443,0.12463911888959964,2.7062641729010632e-08
PPI,100,20,0.2,1,1.0,-0.41690353849482953,0.4121625055981351,0.8290660440929648,1.2919641326749498,0.4221733414178036,1.0,0.0010935800181934047,0.0027658366222395973,0.017556397608948913,9.07464119126053e-07
Classical,100,20,0.2,1,1.0,4.7807413580205766e-05,4.7807413580681216e-05,4.748501938878214e-16,7.632783294297951e-16,2.0816681711721685e-16,0.0,,0.011097846537633134,0.06653538024690041,1.6903659575270193e-06
PPI,100,20,0.2,2,1.0,-0.44779292833764006,0.446208456660532,0.8940013849981722,1.4957457969398176,0.502953989550651,1.0,0.0010935800181934047,0.003134576323359451,0.019197497239251158,2.726031113971952e-08
Classical,100,20,0.2,2,1.0,-0.0038995747443872136,-0.0038995747443869313,2.819099120809909e-16,5.134781488891349e-16,1.457167719820518e-16,0.0,,0.010341365538465994,0.07722512475008847,3.745501491752499e-07
PPI,100,20,0.2,3,1.0,-0.5788580002273656,0.5757388030756229,1.1545968033029885,1.837842840573282,0.48420118275989377,1.0,0.0010935800181934047,0.0038635285125818942,0.04251183081280513,7.123210725336467e-08
Classical,100,20,0.2,3,1.0,-0.0003987464994907783,-0.00039874649949033376,4.4096670759330434e-16,1.0685896612017132e-15,2.0122792321330962e-16,0.0,,0.010684601610986479,0.08033181914133339,5.951059786757983e-07
PPI,100,20,0.2,4,1.0,-0.3809640020143638,0.39635387309564274,0.7773178751100065,1.787062870355949,0.3595118908359538,1.0,0.0010935800181934047,0.002731781316038494,0.017871298780406275,3.3111227809869107e-06
Classical,100,20,0.2,4,1.0,0.00436644354299435,0.00436644354299463,2.8072596330863673e-16,4.787836793695988e-16,1.5265566588595902e-16,0.0,,0.009962669836030108,0.0584697906566616,3.6485533422889865e-07
PPI,100,20,0.2,5,1.0,-0.3998090690343743,0.4182078143589477,0.818016883393322,1.4926261900807418,0.41448298793518257,1.0,0.0010935800181934047,0.001755205851016209,0.01425561703854306,2.098775942314162e-09
Classical,100,20,0.2,5,1.0,0.008424406708990553,0.008424406708990837,2.8397003173398495e-16,5.134781488891349e-16,1.4436151926644492e-16,0.0,,0.009347117384829254,0.05789454840243587,3.7944875493078663e-06
PPI,100,20,0.2,6,1.0,-0.3688253154621781,0.3917120551201039,0.7605373705822821,1.2404857951877692,0.37829247003103983,1.0,0.0010935800181934047,0.002875012797694538,0.017418106900486792,5.000527903938573e-09
Classical,100,20,0.2,6,1.0,0.006627898400152098,0.006627898400152546,4.466262429336787e-16,7.91033905045424e-16,2.498001805406602e-16,0.0,,0.009296005413034651,0.06908708170277869,1.4160420451007463e-06
PPI,100,20,0.2,7,1.0,-0.47984648764663973,0.4951725361787197,0.9750190238253593,1.4688116347743663,0.6116747684186211,1.0,0.0010935800181934047,0.003734348125029786,0.023476129995345946,7.849209841548954e-08
Classical,100,20,0.2,7,1.0,0.009109762012311418,0.009109762012312483,1.064114074633693e-15,1.8006429680639258e-15,4.85722573273506e-16,0.0,,0.01134019559613444,0.09487147254428441,4.154695231119438e-06
PPI,100,20,0.2,8,1.0,-0.4923742014008045,0.49350635088338485,0.9858805522841892,1.702218987865153,0.5280846269091196,1.0,0.0010935800181934047,0.003370404906850556,0.016370907491295238,1.416137789954768e-07
Classical,100,20,0.2,8,1.0,-0.0007539870797956995,-0.0007539870797954477,2.5238058171117574e-16,5.134781488891349e-16,1.249000902703301e-16,0.0,,0.010122425115214691,0.054080860345684996,1.2582089899655875e-06
PPI,100,20,0.2,9,1.0,-0.4840538069851588,0.4867610683996674,0.9708148753848262,1.809727509241008,0.37478890721897473,1.0,0.0010935800181934047,0.0038187919706599016,0.0284610072461686,6.522244398078349e-08
Classical,100,20,0.2,9,1.0,0.003039016984261947,0.0030390169842624813,5.339896869816082e-16,1.0547118733938987e-15,2.7755575615628914e-16,0.0,,0.011870422486675308,0.08121196704338701,1.3201607685316446e-08
Imputation,100,20,0.2,0,1.0,0.00205873275036019,0.0020587327503603053,1.1572448728458527e-16,,,0.0,,0.0005648280131373681,,
PPI,100,50,0.5,0,1.0,-0.27654248956054156,0.32388010753735186,0.6004225970978934,0.8904389591192414,0.3707815181273041,0.99,0.0010935800181934047,0.00930449156017559,0.08475245984127434,2.1580896005347675e-07
Classical,100,50,0.5,0,1.0,0.022607279685134665,0.022607279685135543,8.746334819592638e-16,1.3322676295501878e-15,5.551115123125783e-16,0.0,,0.014323747874869614,0.10466048284226952,5.253058478198129e-07
PPI,100,50,0.5,1,1.0,-0.2738181323789156,0.3009488633209986,0.5747669956999143,0.8445314574814858,0.3793162897721731,1.0,0.0010935800181934047,0.009140584276372127,0.04925804826088055,1.0269257879958194e-05
Classical,100,50,0.5,1,1.0,0.016966762605587847,0.016966762605588756,9.19010961081268e-16,1.3322676295501878e-15,6.433655691528983e-16,0.0,,0.01232573781767847,0.08054297682571648,5.13684125173649e-06
PPI,100,50,0.5,2,1.0,-0.27838991457231177,0.28026369763883224,0.558653612211144,0.7619316488157468,0.4209726953807609,0.99,0.0010935800181934047,0.009930448161810592,0.10018369087593401,3.511203254111619e-06
Classical,100,50,0.5,2,1.0,-0.0004668381069075589,-0.00046683810690655665,1.0050901083635821e-15,1.7763568394002505e-15,6.106226635438361e-16,0.0,,0.015448226885678701,0.21157660009117457,9.711757551976378e-10
PPI,100,50,0.5,3,1.0,-0.2744950865653183,0.28653694293919213,0.5610320295045104,0.8623721325769009,0.3838094594378639,1.0,0.0010935800181934047,0.011109952888736967,0.0573522821494255,1.0884796909095326e-06
Classical,100,50,0.5,3,1.0,0.007328504019284404,0.007328504019285607,1.2033928541155259e-15,2.1094237467877974e-15,7.771561172376096e-16,0.0,,0.014929360605139884,0.08903721935520977,2.826004849518654e-07
PPI,100,50,0.5,4,1.0,-0.2825120306728606,0.2746752987830901,0.5571873294559507,0.70133756572056,0.4223527534744801,1.0,0.0010935800181934047,0.00931526844120557,0.07365699925763826,2.2227236674572894e-05
Classical,100,50,0.5,4,1.0,-0.002918574321415721,-0.0029185743214149417,7.781427412145714e-16,1.1102230246251565e-15,5.551115123125783e-16,0.0,,0.01299527649604102,0.08586638916933276,2.46470064195582e-05
PPI,100,50,0.5,5,1.0,-0.3037054792294447,0.30505675363136864,0.6087622328608133,1.0062895143607478,0.427510348757978,0.99,0.0010935800181934047,0.013570969521907828,0.09411830654044794,4.6405614246321755e-09
Classical,100,50,0.5,5,1.0,-0.004242569906302433,-0.004242569906301164,1.2696977800749632e-15,1.7486012637846216e-15,8.604228440844963e-16,0.0,,0.018388557157267522,0.1356361866511171,4.370205216263146e-06
PPI,100,50,0.5,6,1.0,-0.31815525073193973,0.3201596923281826,0.6383149430601223,0.9375810633281847,0.4136900804200349,0.99,0.0010935800181934047,0.014270783432004606,0.10582953484552464,1.4197461776870418e-06
Classical,100,50,0.5,6,1.0,-0.00018578872159396908,-0.00018578872159290564,1.0610999925941833e-15,1.942890293094024e-15,6.661338147750939e-16,0.0,,0.020124736792598085,0.1294683610049838,1.381788045021133e-07
PPI,100,50,0.5,7,1.0,-0.25926714771135495,0.27816182324155725,0.5374289709529121,0.871883881678111,0.3404013673054491,0.99,0.0010935800181934047,0.010761712066291697,0.10099112901796366,2.916474790125555e-11
Classical,100,50,0.5,7,1.0,0.005549260436117499,0.0055492604361183275,8.284535167255025e-16,1.3877787807814457e-15,5.273559366969494e-16,0.0,,0.016125585651696594,0.08938704519094667,7.694347984811092e-07
PPI,100,50,0.5,8,1.0,-0.23321667493036918,0.24636718065269378,0.479583855583063,0.6804446664038216,0.3538461492398136,1.0,0.0010935800181934047,0.00729349212096879,0.0555630661704466,2.93574168737478e-07
Classical,100,50,0.5,8,1.0,-0.001201523909672985,-0.0012015239096708494,2.130409564038427e-15,3.0808688933348094e-15,1.1934897514720433e-15,0.0,,0.009745853949805632,0.06574237890451894,1.7707783660631418e-07
PPI,100,50,0.5,9,1.0,-0.27502694196355293,0.26785651110097464,0.5428834530645276,0.7468649145878508,0.37192770179892054,1.0,0.0010935800181934047,0.006787377991999895,0.03777675382485224,5.395526129756824e-07
Classical,100,50,0.5,9,1.0,-0.007888085547184991,-0.007888085547183529,1.4642979754078688e-15,2.1094237467877974e-15,9.43689570931383e-16,0.0,,0.011599573282417432,0.08953565189573821,6.528041595936256e-07
Imputation,100,50,0.5,0,1.0,0.00205873275036019,0.0020587327503603053,1.1572448728458527e-16,,,0.0,,0.0005648280131373681,,
PPI,100,80,0.8,0,1.0,-0.22770514768438813,0.26165621348414275,0.48936136116853085,0.6820646979674945,0.32383937949872765,0.77,0.0010935800181934047,0.037729258193060146,0.267480880940022,1.1516195986714145e-05
Classical,100,80,0.8,0,1.0,0.014527905296924304,0.01452790529692757,3.2619393297572687e-15,6.321332346459485e-15,2.0539125955565396e-15,0.0,,0.039859110145457774,0.27846821778721087,8.576305447851954e-06
PPI,100,80,0.8,1,1.0,-0.23733447815407074,0.2096506749258869,0.4469851530799576,0.594800181478531,0.31111929297962226,0.86,0.0010935800181934047,0.02407018000635657,0.21594720836862147,5.513645879262809e-07
Classical,100,80,0.8,1,1.0,-0.018059400096029167,-0.01805940009602671,2.4619889460453237e-15,3.6637359812630166e-15,1.5543122344752192e-15,0.0,,0.025218829229058812,0.21708074314143258,1.3232885949644938e-05
PPI,100,80,0.8,2,1.0,-0.20915909313527448,0.22403223204283887,0.4331913251781133,0.5674347149093893,0.321479185168148,0.81,0.0010935800181934047,0.028786969635104857,0.21019070273614582,2.8756459136047366e-07
Classical,100,80,0.8,2,1.0,0.007237904147001059,0.007237904147002866,1.8062930166352908e-15,2.609024107869118e-15,1.2420620087993939e-15,0.0,,0.030752799662125966,0.2195730944570912,1.933597821575095e-06
PPI,100,80,0.8,3,1.0,-0.23955112217702737,0.22948745537316845,0.46903857755019585,0.5887550173057285,0.36055656439216827,0.68,0.0010935800181934047,0.05487230732527971,0.31471595202777364,4.455023946345239e-06
Classical,100,80,0.8,3,1.0,-0.0037331817211149598,-0.003733181721112055,2.9039704668720747e-15,4.496403249731884e-15,1.887379141862766e-15,0.0,,0.057172261659348314,0.3800175254931049,6.725282096698362e-06
PPI,100,80,0.8,4,1.0,-0.19722694983348127,0.23240913346210448,0.42963608329558567,0.5625770099689186,0.3180220968346048,0.83,0.0010935800181934047,0.023106196000713092,0.1827359558215204,5.409547058504643e-07
Classical,100,80,0.8,4,1.0,0.019395451913232654,0.019395451913234968,2.312681296468e-15,3.2751579226442118e-15,1.5265566588595902e-15,0.0,,0.024980815881559964,0.17749485924692635,9.216236630475126e-07
PPI,100,80,0.8,5,1.0,-0.23729413287138695,0.2445115977515847,0.48180573062297166,0.6732769932497623,0.34933421358493666,0.73,0.0010935800181934047,0.04471102089836727,0.2735411708335447,7.062145072761404e-06
Classical,100,80,0.8,5,1.0,0.005342308148120596,0.005342308148123825,3.236686092755736e-15,5.016820292524926e-15,1.9467934209149718e-15,0.0,,0.04559380342000443,0.2668914262690286,5.983894470095395e-07
PPI,100,80,0.8,6,1.0,-0.2506894017056424,0.2900561020238462,0.5407455037294886,0.7066385406818165,0.4286680393868585,0.74,0.0010935800181934047,0.06600198677339632,0.4718311258378356,3.3355402571573087e-06
Classical,100,80,0.8,6,1.0,0.016225030642994593,0.016225030642997643,3.0362171110631664e-15,4.6629367034256575e-15,1.9984014443252818e-15,0.0,,0.06847061473546628,0.5766445657962697,1.4921397600357997e-06
PPI,100,80,0.8,7,1.0,-0.25357646643826565,0.24420120799431236,0.4977776744325779,0.7006935926592179,0.39673454045474604,0.77,0.0010935800181934047,0.03902464542983673,0.31299186150791275,2.4879604532645e-06
Classical,100,80,0.8,7,1.0,-0.00924623029869862,-0.009246230298695726,2.8828762294041965e-15,4.218847493575595e-15,1.7763568394002505e-15,0.0,,0.04042505217879964,0.3479245278901746,6.900123477091293e-05
PPI,100,80,0.8,8,1.0,-0.21328383424363717,0.2596007497559274,0.4728845839995646,0.6197787570668288,0.3727223013931056,0.68,0.0010935800181934047,0.04822253964356542,0.31127519124750946,2.285653100173016e-06
Classical,100,80,0.8,8,1.0,0.01684841502251249,0.016848415022516817,4.328724878543966e-15,6.772360450213455e-15,2.886579864025407e-15,0.0,,0.050562042866284046,0.2905689006414803,1.0184507372690224e-07
PPI,100,80,0.8,9,1.0,-0.23609245689742678,0.2484417333467788,0.48453419024420574,0.6390917074913595,0.36403653291278076,0.86,0.0010935800181934047,0.024614621234188134,0.13848684262401215,9.762550251319231e-06
Classical,100,80,0.8,9,1.0,0.009886956388419075,0.00988695638842129,2.2147171249708997e-15,4.163336342344337e-15,1.4849232954361469e-15,0.0,,0.02711569255607811,0.22225895403655851,8.61315072651319e-06
Imputation,100,80,0.8,0,1.0,0.00205873275036019,0.0020587327503603053,1.1572448728458527e-16,,,0.0,,0.0005648280131373681,,
PPI,100,100,1.0,0,1.0,-0.719076779856308,1.2781116265019792,1.9971884063582868,2.087447288535503,1.915207735960978,0.24,0.0010935800181934047,11.994236280933103,91.34049119928919,0.00022012030229320588
Classical,100,100,1.0,0,1.0,0.2795174233227106,0.27951742332296164,2.5094162858785296e-13,7.993605777301127e-13,5.81756864903582e-14,0.0,,11.994236280933126,91.34049119928939,0.0002201203022932207
PPI,100,100,1.0,1,1.0,-0.516187010597642,0.4242936676898585,0.9404806782875005,1.0073973078819751,0.8835346293137195,0.31,0.0010935800181934047,2.312665330950164,25.72062735136629,2.8172381966212542e-05
Classical,100,100,1.0,1,1.0,-0.04594667145398007,-0.045946671453803746,1.7629793458429077e-13,5.577760475716786e-13,2.842170943040401e-14,0.0,,2.312665330950169,25.720627351366343,2.817238196620017e-05
PPI,100,100,1.0,2,1.0,-0.28961006315407806,0.23423411857478166,0.5238441817288596,0.631177984361275,0.46586006178050904,0.36,0.0010935800181934047,0.42802309090113744,4.013552223221588,0.00014037743049752593
Classical,100,100,1.0,2,1.0,-0.027687972289663056,-0.02768797228963374,2.9335839313304744e-14,7.038813976123492e-14,8.215650382226158e-15,0.0,,0.42802309090113655,4.013552223221579,0.00014037743049754567
PPI,100,100,1.0,3,1.0,-0.3300646098015801,0.3955283539450514,0.7255929637466316,0.7809194701404394,0.6842070705256047,0.22,0.0010935800181934047,1.1663662663351244,11.331557658190006,0.0002414907643278467
Classical,100,100,1.0,3,1.0,0.032731872071705116,0.032731872071766234,6.115514344928741e-14,1.6786572132332367e-13,1.9290125052862095e-14,0.0,,1.1663662663351284,11.331557658190032,0.00024149076432790017
PPI,100,100,1.0,4,1.0,-0.4860966336838805,0.6993868255915853,1.1854834592754662,1.2529525509718527,1.1320219573177264,0.25,0.0010935800181934047,3.8918616119651768,21.18351031286346,0.00017778780370343635
Classical,100,100,1.0,4,1.0,0.10664509595378827,0.10664509595391732,1.2904531609958525e-13,3.7125857943465235e-13,2.8199664825478976e-14,0.0,,3.8918616119651888,21.183510312863525,0.00017778780370339195
PPI,100,100,1.0,5,1.0,-0.6815658075707387,1.4297163067512884,2.1112821143220275,2.248374205944619,2.0108937793047694,0.15,0.0010935800181934047,13.820357876063088,123.89778729528317,0.0014692573518925763
Classical,100,100,1.0,5,1.0,0.3740752495899301,0.37407524959061994,6.89888198651678e-13,2.575717417130363e-12,4.238276396506535e-14,0.0,,13.82035787606311,123.89778729528336,0.0014692573518924742
PPI,100,100,1.0,6,1.0,-0.20202553444005414,0.3401693896724568,0.5421949241125109,0.6198301642557489,0.47764449087133265,0.28,0.0010935800181934047,0.4998848818359416,2.9802619140495437,9.162288454570068e-05
Classical,100,100,1.0,6,1.0,0.0690719276161635,0.0690719276162401,7.661068827935491e-14,2.23487894857044e-13,1.3422422895370545e-14,0.0,,0.4998848818359397,2.9802619140495206,9.16228845457283e-05
PPI,100,100,1.0,7,1.0,-0.40361831273928644,0.2565221444135397,0.6601404571528263,0.7395849198119173,0.5894198443637924,0.3,0.0010935800181934047,0.7915300398257525,6.244213086711775,0.002500698843201943
Classical,100,100,1.0,7,1.0,-0.07354808416295441,-0.07354808416279218,1.6222056684056517e-13,5.653255641391297e-13,2.19824158875781e-14,0.0,,0.7915300398257524,6.244213086711769,0.002500698843201904
PPI,100,100,1.0,8,1.0,-3.769404639373872,4.050554404046418,7.81995904342029,8.170158849641645,7.4946744267948375,0.21,0.0010935800181934047,187.29245125910214,1514.7570164811723,0.021117869193701233
Classical,100,100,1.0,8,1.0,0.1405748823345213,0.14057488233802432,3.503085599376732e-12,1.1993961379630491e-11,2.1271873151818e-13,0.0,,187.292451259102,1514.7570164811711,0.021117869193701073
PPI,100,100,1.0,9,1.0,-0.32493223100021973,0.2142873175038139,0.5392195485040336,0.6605451752502188,0.43493298599550145,0.36,0.0010935800181934047,0.2842370935494191,1.487231420835982,3.8251266527792604e-05
Classical,100,100,1.0,9,1.0,-0.055322456748214933,-0.05532245674819092,2.3998593910723453e-14,6.128431095930864e-14,7.105427357601002e-15,0.0,,0.2842370935494193,1.487231420835987,3.8251266527796724e-05
Imputation,100,100,1.0,0,1.0,0.00205873275036019,0.0020587327503603053,1.1572448728458527e-16,,,0.0,,0.0005648280131373681,,
PPI,100,200,2.0,0,1.0,-0.14402141510816255,0.14600311331456184,0.2900245284227244,0.3595883069696085,0.24520205668908793,0.86,0.0010935800181934047,0.009271446911916566,0.07035814239105184,2.3783951654883602e-05
Classical,100,200,2.0,0,1.0,-0.1407016694070676,0.14268336761346695,0.28338503702053464,0.38442810712355435,0.22277384061178723,0.83,,0.009271446911916574,0.07035814239105197,2.378395165488306e-05
PPI,100,200,2.0,1,1.0,-0.14790101151602772,0.15418600439352345,0.30208701590955117,0.36761605225103555,0.2487311765639813,0.82,0.0010935800181934047,0.012521694131508799,0.14050631893712853,8.441409007758807e-08
Classical,100,200,2.0,1,1.0,-0.12494096028666514,0.13122595316416086,0.25616691345082604,0.34315525466920027,0.18582050783102255,0.75,,0.012521694131508805,0.1405063189371284,8.441409007758807e-08
PPI,100,200,2.0,2,1.0,-0.140095353624306,0.13802177856885123,0.27811713219315715,0.344880610880229,0.2368097021082501,0.85,0.0010935800181934047,0.008915419530732806,0.07556247505617314,1.5695618433262468e-06
Classical,100,200,2.0,2,1.0,-0.129178979208692,0.12710540415323723,0.25628438336192916,0.34646595344828623,0.21166007460778158,0.83,,0.008915419530732807,0.07556247505617283,1.5695618433265945e-06
PPI,100,200,2.0,3,1.0,-0.1744784822308931,0.15303376172832198,0.327512243959215,0.40629792025783207,0.2497543510801558,0.85,0.0010935800181934047,0.013213819955226976,0.10143549327177868,2.2026724933536303e-07
Classical,100,200,2.0,3,1.0,-0.15789529201783778,0.13645057151526668,0.29434586353310443,0.40086622364774893,0.230831326019016,0.8,,0.01321381995522696,0.10143549327177848,2.2026724933520672e-07
PPI,100,200,2.0,4,1.0,-0.1487703323754881,0.1453134505908249,0.29408378296631293,0.3452316076936056,0.23752179173425364,0.82,0.0010935800181934047,0.011568012252647497,0.0950734305745918,1.453478599351288e-07
Classical,100,200,2.0,4,1.0,-0.14398522591130233,0.14052834412663914,0.28451357003794153,0.36372050623841823,0.20706750656713924,0.83,,0.011568012252647492,0.09507343057459146,1.4534785993514468e-07
PPI,100,200,2.0,5,1.0,-0.14697705250626153,0.14375531332032937,0.2907323658265909,0.34767736270430993,0.2321014365395913,0.83,0.0010935800181934047,0.012027142635639629,0.06713782139322526,5.6546580871686065e-06
Classical,100,200,2.0,5,1.0,-0.1328173388716556,0.12959559968572343,0.26241293855737907,0.32745151388131943,0.19633092270975627,0.77,,0.01202714263563962,0.06713782139322544,5.654658087167286e-06
PPI,100,200,2.0,6,1.0,-0.13872457087702134,0.14767619553174197,0.28640076640876333,0.37141781053882666,0.22950491824383165,0.85,0.0010935800181934047,0.008819679124098805,0.04702964990409695,1.275262451188362e-09
Classical,100,200,2.0,6,1.0,-0.12647373205490195,0.13542535670962255,0.2618990887645245,0.33094805850205666,0.22166951620281578,0.82,,0.00881967912409881,0.04702964990409698,1.2752624511948047e-09
PPI,100,200,2.0,7,1.0,-0.1403090573367118,0.16847852279455025,0.3087875801312622,0.37775880721037985,0.2532481509804674,0.91,0.0010935800181934047,0.008261914695781455,0.08378732573717845,1.3141111988341329e-06
Classical,100,200,2.0,7,1.0,-0.1511500028848584,0.17931946834269677,0.3304694712275551,0.4633946099705947,0.2685747255379023,0.95,,0.008261914695781455,0.0837873257371783,1.3141111988350873e-06
PPI,100,200,2.0,8,1.0,-0.1469461308492441,0.1409135115615973,0.2878596424108414,0.3528157405282921,0.24274474775973232,0.88,0.0010935800181934047,0.006443441078705836,0.038798732139791396,8.7281511268773e-07
Classical,100,200,2.0,8,1.0,-0.15493551653002918,0.14890289724238223,0.30383841377241144,0.39213441127335513,0.23808598248795107,0.94,,0.006443441078705831,0.03879873213979145,8.728151126874707e-07
PPI,100,200,2.0,9,1.0,-0.15591283431171582,0.14905495907443078,0.30496779338614666,0.3651546209663108,0.25124628305392754,0.81,0.0010935800181934047,0.012679644648190708,0.10376227238529054,4.1206856452159107e-07
Classical,100,200,2.0,9,1.0,-0.14122565287709027,0.1343677776398052,0.27559343051689555,0.35057258443700784,0.22279846722305607,0.79,,0.012679644648190703,0.10376227238529029,4.1206856452148413e-07
Imputation,100,200,2.0,0,1.0,0.00205873275036019,0.0020587327503603053,1.1572448728458527e-16,,,0.0,,0.0005648280131373681,,
PPI,100,500,5.0,0,1.0,-0.08903349714511645,0.0946863639804295,0.18371986112554603,0.21391635370409046,0.15339761283069875,0.97,0.0010935800181934047,0.001897229312177558,0.013403558032959223,1.3621968361846905e-06
Classical,100,500,5.0,0,1.0,-0.0832586429900512,0.08891150982536435,0.17217015281541556,0.20024270750316675,0.14449260231937144,0.97,,0.0018972293121775569,0.013403558032959147,1.3621968361845285e-06
PPI,100,500,5.0,1,1.0,-0.0811812594732051,0.11077131396077579,0.1919525734339809,0.21630981379707398,0.16419210409515828,0.95,0.0010935800181934047,0.0025783510192388696,0.01221140313566189,3.648129463020754e-07
Classical,100,500,5.0,1,1.0,-0.07597652247471748,0.10556657696228808,0.18154309943700553,0.2041027834259268,0.15891910269838738,0.96,,0.0025783510192388666,0.012211403135661854,3.6481294630194124e-07
PPI,100,500,5.0,2,1.0,-0.09777554950649148,0.08426576933985407,0.18204131884634556,0.2097143607622814,0.16449367009178006,0.95,0.0010935800181934047,0.0021962795325310455,0.017694670424674146,6.514534236564676e-08
Classical,100,500,5.0,2,1.0,-0.09216593526356201,0.07865615509692454,0.17082209036048657,0.19715605687928103,0.14885246985663045,0.92,,0.002196279532531043,0.01769467042467425,6.51453423656255e-08
PPI,100,500,5.0,3,1.0,-0.08675893989865417,0.0971754065175956,0.18393434641624976,0.21167516115551624,0.15281234288175616,0.93,0.0010935800181934047,0.002310463830232807,0.020101083153587874,2.12613436926669e-07
Classical,100,500,5.0,3,1.0,-0.08139158460475766,0.09180805122369921,0.1731996358284569,0.1954314648056264,0.14695689999220402,0.9,,0.0023104638302328113,0.020101083153587922,2.1261343692718092e-07
PPI,100,500,5.0,4,1.0,-0.09470240859034677,0.09453381919801665,0.18923622778836344,0.21733783666741557,0.16218588536201328,0.97,0.0010935800181934047,0.002234225751776859,0.011673333720415556,9.143731318034105e-09
Classical,100,500,5.0,4,1.0,-0.09253342542277937,0.09236483603044914,0.18489826145322855,0.2078519559500856,0.1671640069804714,0.95,,0.0022342257517768602,0.011673333720415473,9.143731318172117e-09
PPI,100,500,5.0,5,1.0,-0.0861232502064358,0.10758440346057037,0.19370765366700624,0.2223465829071056,0.17314111630436985,0.95,0.0010935800181934047,0.0027447182954881636,0.017664279249101224,2.0235912251982246e-07
Classical,100,500,5.0,5,1.0,-0.0797441574672913,0.10120531072142581,0.18094946818871713,0.19801670522963577,0.15995247762822457,0.95,,0.002744718295488165,0.017664279249101137,2.0235912251971007e-07
PPI,100,500,5.0,6,1.0,-0.08695210332560142,0.10348999131536467,0.19044209464096606,0.219145422358025,0.16294337827581917,0.93,0.0010935800181934047,0.002521018729572614,0.01829190540529946,8.584537078134981e-09
Classical,100,500,5.0,6,1.0,-0.08262439400355172,0.09916228199331494,0.18178667599686668,0.20527852606514346,0.14796357773022548,0.93,,0.00252101872957261,0.018291905405299444,8.58453707813241e-09
PPI,100,500,5.0,7,1.0,-0.07825774133879179,0.09887469057181773,0.17713243191060946,0.20291687387560542,0.15915823484388525,0.93,0.0010935800181934047,0.0022660507089019275,0.01834575651216148,7.268058226518773e-10
Classical,100,500,5.0,7,1.0,-0.07264268162535839,0.09325963085838426,0.16590231248374263,0.19083614438390697,0.14091074214833788,0.93,,0.002266050708901927,0.018345756512161367,7.268058226713324e-10
